phylum,subphylum,infraphylum,class,subclass,division,subdivision,order,family,genus,speciesbinomial,commonname
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Albuliformes,Albulidae,Albula,Albula forsteri,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Albuliformes,Albulidae,Albula,Albula neoguinaica,Sharpjaw bonefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Anguillidae,Anguilla,Anguilla marmorata,Marbled Eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Anguillidae,Anguilla,Anguilla megastoma,Polynesian longfin eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Anguillidae,Anguilla,Anguilla obscura,South Pacific eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Chlopsidae,Kaupichthys,Kaupichthys brachychirus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Chlopsidae,Kaupichthys,Kaupichthys diodontus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Congridae,Conger,Conger cinereus,Moustache conger
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Congridae,Gorgasia,Gorgasia galzini,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Congridae,Heteroconger,Heteroconger hassi,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Congridae,Heteroconger,Heteroconger lentiginosus,Masked Garden Eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Congridae,Poeciloconger,Poeciloconger fasciatus,Barred Sand Conger
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Moringuidae,Moringua,Moringua javanica,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Moringuidae,Moringua,Moringua sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Anarchias,Anarchias allardicei,Allardice's moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Anarchias,Anarchias leucurus,Snyder's Moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Anarchias,Anarchias seychellensis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Channomuraena,Channomuraena vittata,Broadbanded moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Echidna,Echidna leucotaenia,Whiteface moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Echidna,Echidna nebulosa,Snowflake moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Echidna,Echidna polyzona,Barred moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Echidna,Echidna unicolor,Unicolor moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Enchelycore,Enchelycore bayeri,Bayer's moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Enchelycore,Enchelycore canina,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Enchelycore,Enchelycore pardalis,Dragon moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Enchelycore,Enchelycore schismatorhynchus,White-margined moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Enchelynassa,Enchelynassa canina,Viper Moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnomuraena,Gymnomuraena zebra,Zebra moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax albimarginatus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax berndti,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax buroensis,Vagrant moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax chilospilus,Lipspot moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax elegans,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax enigmaticus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax eurostus,Stout moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax fimbriatus,Fimbriated moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax flavimarginatus,Yellowmargin moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax formosus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax gracilicauda,Slendertail moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax javanicus,Giant moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax kidako,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax margaritophorus,Blotched-neck moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax melatremus,Dwarf moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax meleagris,Whitemouth moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax monostigma,Onespot moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax pictus,Peppered moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax pindae,Pinda moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax richardsonii,Richardson's moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax rueppellii,Yellowbanded moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax thyrsoideus,White-eye moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax undulatus,Undulated moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax zonipectis,Barred-fin moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Monopenchelys,Monopenchelys acutus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Rhinomuraena,Rhinomuraena quaesita,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Scuticaria,Scuticaria bennetti,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Scuticaria,Scuticaria okinawae,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Scuticaria,Scuticaria tigrina,Tiger Moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Siderea,Siderea sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,Uropterygius alboguttatus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,Uropterygius concolor,Uniform reef eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,Uropterygius fuscoguttatus,Brownspotted snake moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,Uropterygius kamar,Barlip snakemoray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,Uropterygius macrocephalus,Largehead snake moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,Uropterygius marmoratus,Marbled snakemoray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,Uropterygius polyspilus,Large-spotted snake moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,Uropterygius supraforatus,Toothy snake moray
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,Uropterygius xanthopterus,Freckleface reef-eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Apterichtus,Apterichtus flavicaudus,Orange snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Apterichtus,Apterichtus moseri,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Brachysomophis,Brachysomophis crocodilinus,Crocodile snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Brachysomophis,Brachysomophis henshawi,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Caecula,Caecula sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Callechelys,Callechelys catostoma,Blackstriped snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Callechelys,Callechelys marmorata,Marbled snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Echelus,Echelus uropterus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Ichthyapus,Ichthyapus vulturis,Ophichthid eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Lamnostoma,Lamnostoma kampeni,Freshwater snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Lamnostoma,Lamnostoma orientalis,Oriental snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Leiuranus,Leiuranus semicinctus,Saddled snake-eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Muraenichthys,Muraenichthys sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Myrichthys,Myrichthys colubrinus,Banded snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Myrichthys,Myrichthys maculosus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Myrophis,Myrophis microchir,Ordinary snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus altipennis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus bonaparti,Napeoleon snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus cephalozona,Dark-shouldered snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus polyophthalmus,Many-eyed snake eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Phyllophichthus,Phyllophichthus xenodontus,lappy snake-eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Schismorhynchus,Schismorhynchus labialis,Grooved-jaw worm eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Schultzidia,Schultzidia johnstonensis,Johnston snake-eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Scolecenchelys,Scolecenchelys acutirostris,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Scolecenchelys,Scolecenchelys gymnota,Slender worm eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Scolecenchelys,Scolecenchelys laticaudata,Redfin worm eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Scolecenchelys,Scolecenchelys macropterus,Slender snake-eel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Anguilliformes,Ophichthidae,Yirrkala,Yirrkala macrodon,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Argentiniformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Ateleopodiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Atheriniformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Aulopiformes,Synodontidae,Saurida,Saurida gracilis,Slender lizardfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Aulopiformes,Synodontidae,Saurida,Saurida nebulosa,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Aulopiformes,Synodontidae,Synodus,Synodus binotatus,Twospot lizardfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Aulopiformes,Synodontidae,Synodus,Synodus capricornis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Aulopiformes,Synodontidae,Synodus,Synodus dermatogenys,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Aulopiformes,Synodontidae,Synodus,Synodus englemani,Fishnet Lizardfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Aulopiformes,Synodontidae,Synodus,Synodus jaculum,Blackblotch lizardfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Aulopiformes,Synodontidae,Synodus,Synodus variegatus,Reef lizardfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Aulopiformes,Synodontidae,Trachinocephalus,Trachinocephalus myops,Painted Lizardfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Batrachoidiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Belonidae,Ablennes,Ablennes hians,Flat needlefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Belonidae,Platybelone,Platybelone argalus,Keeled needlefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Belonidae,Platybelone,Platybelone argalus platyura,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Belonidae,Tylosurus,Tylosurus acus,Black-finned Longtom
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Belonidae,Tylosurus,Tylosurus crocodilus,Crocidile needlefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Exocoetidae,Cypselurus,Cypselurus simus,Short-nosed flying fish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Hemiramphidae,Hemiramphus,Hemiramphus depauperatus,Tropical half-beak fish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus acutus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus acutus acutus,Pacific halfbeak
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus affinis,Tropical halfbeak
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus sp.,Unidentified Halfbeak
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Anomalopidae,Photoblepharon,Photoblepharon palpebratum,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Myripristis,Myripristis adusta,Bronze soldierfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Myripristis,Myripristis amaena,Brick soldierfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Myripristis,Myripristis berndti,Bigscale soldierfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Myripristis,Myripristis chryseres,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Myripristis,Myripristis kuntee,Pearly soldierfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Myripristis,Myripristis murdjan,Blotcheye Soldierfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Myripristis,Myripristis pralinia,Scarlet soldierfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Myripristis,Myripristis violacea,Violet soldierfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Myripristis,Myripristis vittata,Whitetip soldierfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Neoniphon,Neoniphon argenteus,Clearfin squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Neoniphon,Neoniphon opercularis,Blackfin squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Neoniphon,Neoniphon sammara,Spotfin squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Plectrypops,Plectrypops lima,Roughscale soldierfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron caudimaculatum,Tailspot squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron diadema,Crown squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron microstoma,Fine-lined squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron praslin,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron punctatissimum,Peppered squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron spiniferum,Sabre squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron tiere,Blue-lined squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron tiereoides,Pink suirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Beryciformes,Holocentridae,Sargocentron,Sargocentron violaceum,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Ostarioclupeomorpha,Clupeiformes,Clupeidae,Sardinella,Sardinella gibbosa,Goldstripe sardinella
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Ostarioclupeomorpha,Clupeiformes,Clupeidae,Sardinella,Sardinella melanura,Blacktip sardinella
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Ostarioclupeomorpha,Clupeiformes,Clupeidae,Spratelloides,Spratelloides delicatulus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Ostarioclupeomorpha,Clupeiformes,Clupeidae,Spratelloides,Spratelloides gracilis,Slender Roundherring
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Ostarioclupeomorpha,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina punctifer,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Ostarioclupeomorpha,Clupeiformes,Engraulidae,Stolephorus,Stolephorus indicus,Indian anchovy
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Cyprinodontiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Elopiformes,Elopidae,Elops,Elops hawaiiensis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Elopiformes,Elopidae,Elops,Elops sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Elopiformes,Megalopidae,Megalops,Megalops cyprinoides,Indo-Pacific tarpon
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Gadiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Gasterosteiformes,Aulostomidae,Aulostomus,Aulostomus chinensis,Trumpetfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Gasterosteiformes,Fistulariidae,Fistularia,Fistularia commersonii,Cornetfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Gasterosteiformes,Syngnathidae,Choeroichthys,Choeroichthys brachysoma,Shortbodied pipefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Gasterosteiformes,Syngnathidae,Choeroichthys,Choeroichthys sculptus,Sculptured pipefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Gasterosteiformes,Syngnathidae,Corythoichthys,Corythoichthys conspicillatus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Gasterosteiformes,Syngnathidae,Corythoichthys,Corythoichthys flavofasciatus,Network pipefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Gasterosteiformes,Syngnathidae,Corythoichthys,Corythoichthys nigripectus,Black-breasted pipefish
