phylum,subphylum,infraphylum,class,subclass,division,subdivision,order,family,genus,speciesbinomial,commonname
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon flaviventris,Yellowbelly damsel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon imparipennis,Brighteye damsel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon johnstonianus,Johnston damsel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon lacrymatus,Jewel damsel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon leucozonus,Whitebad damsel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon phoenixensis,Pheonix Islands damsel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus coelestis,Neon damsel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus pavo,Sapphire damsel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Pomachromis,Pomachromis fuscidorsalis,Tahitian Reef-damsel
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Stegastes,Stegastes albifasciatus,Whitebar gregory
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Stegastes,Stegastes aureus,Golden gregory
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Stegastes,Stegastes fasciolatus,Pacific gregory
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Stegastes,Stegastes nigricans,Dusky farmerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pomacentridae,Stegastes,Stegastes punctatus,Big lagoon farmerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Priacanthidae,Cookeolus,Cookeolus japonicus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Priacanthidae,Heteropriacanthus,Heteropriacanthus cruentatus,Dusky-fin Bulls-eye squirrelfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Priacanthidae,Priacanthus,Priacanthus hamrur,Crescent-tail bigeye
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pseudochromidae,Aporops,Aporops bilinearis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Pseudochromidae,Pseudoplesiops,Pseudoplesiops revellei,Revelle's dottyback
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Calotomus,Calotomus carolinus,Stareye parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Cetoscarus,Cetoscarus bicolor,Bicolor parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Cetoscarus,Cetoscarus ocellatus,Spotted parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Chlorurus,Chlorurus frontalis,Reefcrest parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Chlorurus,Chlorurus gibbus,Bumphead parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Chlorurus,Chlorurus microrhinos,Steephead Parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Chlorurus,Chlorurus spilurus,Bullethead parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Hipposcarus,Hipposcarus longiceps,Pacific longnose parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Leptoscarus,Leptoscarus vaigiensis,Seagrass parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus altipinnis,Filament-fin Parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus brevifilis,Tattooed parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus chameleon,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus festivus,Festive parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus forsteni,Rainbow parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus frenatus,Bridled parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus ghobban,Blue-barred parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus globiceps,Roundhead parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus niger,Swarthy parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus oviceps,Dark-capped parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus psittacus,Palenose parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus rubroviolaceus,Redlip parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus schlegeli,Yellowband parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scaridae,Scarus,Scarus tricolor,Tricolor parrotfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scatophagidae,Scatophagus,Scatophagus argus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Scombridae,Gymnosarda,Gymnosarda unicolor,Dogtooth tuna
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Anthias,Anthias sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Cephalopholis,Cephalopholis argus,Peacock grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Cephalopholis,Cephalopholis aurantia,Golden Hind
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Cephalopholis,Cephalopholis igarashiensis,Garish hind
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Cephalopholis,Cephalopholis leopardus,Leopard hind
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Cephalopholis,Cephalopholis microprion,Freckled Hind
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Cephalopholis,Cephalopholis polleni,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Cephalopholis,Cephalopholis sexmaculata,Sixspot grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Cephalopholis,Cephalopholis urodeta,Flagtail grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus fasciatus,Blacktip grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus hexagonatus,Hexagon grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus lanceolatus,Queensland Grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus melanostigma,Blackspot grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus merra,Honeycomb grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus microdon,Marbled grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus polyphekadion,Camouflage Grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus retouti,Red-tipped grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus socialis,Surge grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus tauvina,Greasy grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Epinephelus,Epinephelus tuamotuensis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Gracila,Gracila albomarginata,Slenderspine grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Grammistes,Grammistes sexlineatus,Sixline soapfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Grammistops,Grammistops ocellatus,Ocellate soapfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Holanthias,Odontanthias tapui,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Liopropoma,Liopropoma erythraeum,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Liopropoma,Liopropoma lunulatum,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Liopropoma,Liopropoma pallidum,Pallid basslet
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Liopropoma,Liopropoma tonstrinum,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Odontanthias,Odontanthias sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Plectranthias,Plectranthias fourmanoiri,Barred perchlet
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Plectranthias,Plectranthias kamii,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Plectranthias,Plectranthias nanus,Dwarf perchlet
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Plectranthias,Plectranthias rubrifasciatus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Plectropomus,Plectropomus laevis,Giant coralgrouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Pogonoperca,Pogonoperca punctata,Spotted soapfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Promicrops,Promicrops sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Pseudanthias,Pseudanthias lori,Lori's anthias
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Pseudanthias,Pseudanthias mooreanus,Moorea Anthias
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Pseudanthias,Pseudanthias olivaceus,Olive Anthias
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Pseudanthias,Pseudanthias pascalus,Purple Queen
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Pseudanthias,Pseudanthias ventralis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Pseudogramma,Pseudogramma polyacanthum,Honeycomb podge
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Pseudogramma,Pseudogramma polycantha,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Saloptia,Saloptia powelli,Golden grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Suttonia,Suttonia lineata,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Suttonia,Suttonia sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Variola,Variola albimarginata,White-edged Lyretail
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Serranidae,Variola,Variola louti,Lyretail grouper
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Siganidae,Siganus,Siganus argenteus,Forktail rabbitfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Siganidae,Siganus,Siganus spinus,Scribbled rabbitfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena barracuda,Great barracuda
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena forsteri,Blacksopt barracuda
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena helleri,Heller's barracuda
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena qenie,Blackfin barracuda
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena sp. 1,Unidentified Barracuda
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Enneapterygius,Enneapterygius fuscoventer,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Enneapterygius,Enneapterygius nigricauda,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Enneapterygius,Enneapterygius pyramis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Enneapterygius,Enneapterygius rhabdotus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Enneapterygius,Enneapterygius spp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Enneapterygius,Enneapterygius triserialis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Enneapterygius,Enneapterygius tutuilae,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Helcogramma,Helcogramma chica,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Helcogramma,Helcogramma spp.,Bigmouth triplefin
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Tripterygiidae,Norfolkia,Norfolkia thomasi,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Uranoscopidae,Genyagnus,Genyagnus monopterygius,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Perciformes,Zanclidae,Zanclus,Zanclus cornutus,Moorish idol
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Pleuronectiformes,Bothidae,Bothus,Bothus mancus,Flowery flounder
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Pleuronectiformes,Bothidae,Bothus,Bothus pantherinus,Panther flounder
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Pleuronectiformes,Pleuronectidae,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Pleuronectiformes,Samaridae,Samariscus,Samariscus triocellatus,Ali flounder
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes melanostictus,Black-spotted sole
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes whitakeri,Whitaker's sole
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes xenicus,Smith's sole
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Polymixiiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Elopomorpha,Saccopharyngiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Caracanthidae,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Dactylopteridae,Dactyloptena,Dactyloptena orientalis,Common helmet gurnard
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Platycephalidae,Eurycephalus,Eurycephalus otaitensis,Fringelip flathead
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Platycephalidae,Onigocia,Onigocia bimaculata,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Platycephalidae,Onigocia,Onigocia oligolepis,Large-scale flathead
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Platycephalidae,Sunagocia,Sunagocia otaitensis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Caracanthus,Caracanthus maculatus,Spotted croucher
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Caracanthus,Caracanthus unipinna,Gray Coral Croucher
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Dendrochirus,Dendrochirus biocellatus,Ocellated lionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Dendrochirus,Dendrochirus zebra,Zebra Lionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Iracundus,Iracundus signifer,Decoy scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Parascorpaena,Parascorpaena mossambica,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Pontinus,Pontinus macrocephalus,Large-headed scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Pterois,Pterois antennata,Spotfin lionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Pterois,Pterois radiata,Clearfin lionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Pterois,Pterois volitans,Lionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes corallinus,Coral scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes guamensis,Guam scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes hirsutus,Hairy scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes kelloggi,Kellogg's scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes parvipinnis,Lowfin scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes scaber,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis diabolus,Devil scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis macrochir,Flasher scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis papuensis,Papuan scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis possi,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis sp.,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes cyanostigma,Yellowspotted Scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes fowleri,Dwarf scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes sp.,Unidentified Scorpionfish Sebastapistes
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes strongia,Barchin scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes tinkhami,Darkspotted scorpionfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Synanceia,Synanceia verrucosa,Stonefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Scorpaeniformes,Scorpaenidae,Taenianotus,Taenianotus triacanthus,Leaf fish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Stephanoberyciformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Stomiiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Balistapus,Balistapus undulatus,Orange-striped triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Balistes,NULL,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Balistoides,Balistoides viridescens,Titan triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Canthidermis,Canthidermis maculata,Spotted Triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Melichthys,Melichthys niger,Black triggerfish
