Observer,Site,Genus,Size,Bleached,Dead,Transect,TransectLength
KS,LTER_Exp,Pocillopora,34,0,100,4,10
KS,LTER_Exp,Pocillopora,24,0,100,4,10
KS,LTER_Exp,Pocillopora,14,0,0,4,10
KS,LTER_Exp,Pocillopora,17,0,0,4,10
KS,LTER_Exp,Pocillopora,37,0,20,4,10
KS,LTER_Exp,Pocillopora,15,0,0,4,10
KS,LTER_Exp,Pocillopora,26,0,0,4,10
KS,LTER_Exp,Pocillopora,32,0,100,4,10
KS,LTER_Exp,Pocillopora,17,0,20,4,10
KS,LTER_Exp,Pocillopora,14,0,0,4,10
KS,LTER_Exp,Pocillopora,15,0,0,4,10
KS,LTER_Exp,Pocillopora,39,0,0,4,10
KS,LTER_Exp,Pocillopora,27,0,100,4,10
KS,LTER_Exp,Acropora,31,0,100,4,10
KS,LTER_Exp,Pocillopora,22,0,0,4,10
KS,LTER_Exp,Pocillopora,40,0,100,4,10
KS,LTER_Exp,Pocillopora,32,0,100,4,10
KS,LTER_Exp,Pocillopora,34,0,100,4,10
KS,LTER_Exp,Pocillopora,48,0,100,4,10
KS,LTER_Exp,Pocillopora,21,0,0,4,10
KS,LTER_Exp,Acropora,13,0,100,4,10
KS,LTER_Exp,Pocillopora,40,0,100,4,10
KS,LTER_Exp,Pocillopora,37,0,100,4,10
KS,LTER_Exp,Pocillopora,23,0,100,4,10
KS,LTER_Exp,Pocillopora,20,0,0,4,10
KS,LTER_Exp,Pocillopora,11,0,0,4,10
KS,LTER_Exp,Pocillopora,19,0,0,4,10
KS,LTER_Exp,Pocillopora,17,0,0,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,12,0,20,4,10
KS,LTER_Exp,Pocillopora,18,0,95,4,10
KS,LTER_Exp,Pocillopora,24,0,0,4,10
KS,LTER_Exp,Pocillopora,16,0,0,4,10
KS,LTER_Exp,Pocillopora,16,0,0,4,10
KS,LTER_Exp,Pocillopora,28,0,0,4,10
KS,LTER_Exp,Pocillopora,14,0,50,4,10
KS,LTER_Exp,Pocillopora,45,0,100,4,10
KS,LTER_Exp,Pocillopora,23,0,0,4,10
KS,LTER_Exp,Pocillopora,31,0,30,4,10
KS,LTER_Exp,Pocillopora,8,0,0,4,10
KS,LTER_Exp,Pocillopora,15,20,0,4,10
KS,LTER_Exp,Pocillopora,20,0,0,4,10
KS,LTER_Exp,Pocillopora,17,0,0,4,10
KS,LTER_Exp,Pocillopora,51,0,100,4,10
KS,LTER_Exp,Pocillopora,12,0,100,4,10
KS,LTER_Exp,Pocillopora,15,0,0,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,19,0,0,4,10
KS,LTER_Exp,Pocillopora,12,0,0,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,14,0,0,4,10
KS,LTER_Exp,Pocillopora,37,0,100,4,10
KS,LTER_Exp,Pocillopora,26,0,100,4,10
KS,LTER_Exp,Pocillopora,36,0,5,4,10
KS,LTER_Exp,Pocillopora,40,0,100,4,10
KS,LTER_Exp,Pocillopora,23,0,0,4,10
KS,LTER_Exp,Acropora,25,0,100,4,10
KS,LTER_Exp,Pocillopora,22,0,0,4,10
KS,LTER_Exp,Pocillopora,35,0,100,4,10
KS,LTER_Exp,Pocillopora,25,0,0,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,25,0,0,4,10
KS,LTER_Exp,Acropora,47,0,100,4,10
KS,LTER_Exp,Pocillopora,32,0,100,4,10
KS,LTER_Exp,Pocillopora,36,0,100,4,10
KS,LTER_Exp,Pocillopora,22,0,0,4,10
KS,LTER_Exp,Pocillopora,35,0,20,4,10
KS,LTER_Exp,Pocillopora,26,0,100,4,10
KS,LTER_Exp,Pocillopora,34,0,100,4,10
KS,LTER_Exp,Acropora,25,10,5,4,10
KS,LTER_Exp,Pocillopora,23,0,0,4,10
KS,LTER_Exp,Pocillopora,10,0,0,4,10
KS,LTER_Exp,Pocillopora,33,0,0,4,10
KS,LTER_Exp,Pocillopora,15,0,0,4,10
KS,LTER_Exp,Pocillopora,36,0,100,4,10
KS,LTER_Exp,Pocillopora,22,0,0,4,10
KS,LTER_Exp,Pocillopora,30,0,100,4,10
KS,LTER_Exp,Acropora,27,80,0,4,10
KS,LTER_Exp,Pocillopora,21,0,0,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,15,0,0,4,10
KS,LTER_Exp,Pocillopora,26,0,0,4,10
KS,LTER_Exp,Acropora,35,0,50,4,10
KS,LTER_Exp,Pocillopora,23,0,0,4,10
KS,LTER_Exp,Pocillopora,36,0,100,4,10
KS,LTER_Exp,Pocillopora,31,0,10,4,10
KS,LTER_Exp,Pocillopora,25,0,0,4,10
KS,LTER_Exp,Pocillopora,16,0,50,4,10
KS,LTER_Exp,Pocillopora,12,0,0,4,10
KS,LTER_Exp,Pocillopora,27,0,15,4,10
KS,LTER_Exp,Pocillopora,36,0,100,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,10,0,0,4,10
KS,LTER_Exp,Pocillopora,43,0,100,5,15
KS,LTER_Exp,Acropora,17,0,0,5,15
KS,LTER_Exp,Pocillopora,27,0,0,5,15
KS,LTER_Exp,Pocillopora,42,0,100,5,15
KS,LTER_Exp,Pocillopora,27,0,0,5,15
KS,LTER_Exp,Pocillopora,35,0,0,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,25,0,100,5,15
KS,LTER_Exp,Pocillopora,32,0,0,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,17,0,0,5,15
KS,LTER_Exp,Pocillopora,17,0,0,5,15
KS,LTER_Exp,Pocillopora,50,0,0,5,15
KS,LTER_Exp,Pocillopora,20,0,0,5,15
KS,LTER_Exp,Pocillopora,30,0,0,5,15
KS,LTER_Exp,Pocillopora,14,0,0,5,15
KS,LTER_Exp,Pocillopora,14,0,0,5,15
KS,LTER_Exp,Pocillopora,26,0,0,5,15
KS,LTER_Exp,Pocillopora,27,0,100,5,15
KS,LTER_Exp,Pocillopora,45,0,90,5,15
KS,LTER_Exp,Pocillopora,25,0,0,5,15
KS,LTER_Exp,Acropora,27,0,100,5,15
KS,LTER_Exp,Pocillopora,19,0,0,5,15
KS,LTER_Exp,Pocillopora,20,0,0,5,15
KS,LTER_Exp,Acropora,10,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,11,0,0,5,15
KS,LTER_Exp,Pocillopora,14,0,20,5,15
KS,LTER_Exp,Pocillopora,22,0,0,5,15
KS,LTER_Exp,Pocillopora,10,0,0,5,15
KS,LTER_Exp,Pocillopora,21,0,0,5,15
KS,LTER_Exp,Pocillopora,23,0,100,5,15
KS,LTER_Exp,Pocillopora,13,0,0,5,15
KS,LTER_Exp,Acropora,35,0,100,5,15
KS,LTER_Exp,Pocillopora,9,0,0,5,15
KS,LTER_Exp,Pocillopora,20,0,20,5,15
KS,LTER_Exp,Pocillopora,16,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,100,5,15
KS,LTER_Exp,Pocillopora,22,0,100,5,15
KS,LTER_Exp,Pocillopora,39,0,100,5,15
KS,LTER_Exp,Pocillopora,40,0,100,5,15
KS,LTER_Exp,Pocillopora,25,0,25,5,15
KS,LTER_Exp,Pocillopora,30,0,1,5,15
KS,LTER_Exp,Pocillopora,40,0,40,5,15
KS,LTER_Exp,Pocillopora,13,0,0,5,15
KS,LTER_Exp,Pocillopora,27,0,100,5,15
KS,LTER_Exp,Pocillopora,33,0,100,5,15
KS,LTER_Exp,Pocillopora,24,0,0,5,15
KS,LTER_Exp,Pocillopora,32,0,100,5,15
KS,LTER_Exp,Pocillopora,34,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,25,0,100,5,15
KS,LTER_Exp,Pocillopora,37,0,100,5,15
KS,LTER_Exp,Pocillopora,21,0,100,5,15
KS,LTER_Exp,Pocillopora,12,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,44,0,100,5,15
KS,LTER_Exp,Pocillopora,24,0,0,5,15
KS,LTER_Exp,Pocillopora,23,0,0,5,15
KS,LTER_Exp,Pocillopora,16,0,0,5,15
KS,LTER_Exp,Pocillopora,36,0,0,5,15
KS,LTER_Exp,Pocillopora,26,0,100,5,15
KS,LTER_Exp,Pocillopora,42,0,100,5,15
KS,LTER_Exp,Pocillopora,23,0,0,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,30,0,0,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,26,0,100,5,15
KS,LTER_Exp,Pocillopora,35,0,100,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,12,0,0,5,15
KS,LTER_Exp,Pocillopora,17,0,0,5,15
KS,LTER_Exp,Pocillopora,38,0,100,5,15
KS,LTER_Exp,Pocillopora,24,0,0,5,15
KS,LTER_Exp,Pocillopora,37,0,0,5,15
KS,LTER_Exp,Pocillopora,40,0,0,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,21,0,0,5,15
KS,LTER_Exp,Pocillopora,26,0,100,5,15
KS,LTER_Exp,Acropora,23,40,50,5,15
KS,LTER_Exp,Pocillopora,20,0,0,5,15
KS,LTER_Exp,Pocillopora,28,0,0,5,15
KS,LTER_Exp,Pocillopora,12,0,0,5,15
KS,LTER_Exp,Pocillopora,12,0,0,5,15
KS,LTER_Exp,Pocillopora,16,0,0,5,15
KS,LTER_Exp,Pocillopora,10,0,0,5,15
KS,LTER_Exp,Pocillopora,23,0,0,5,15
KS,LTER_Exp,Pocillopora,42,0,100,5,15
KS,LTER_Exp,Pocillopora,21,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,10,5,15
KS,LTER_Exp,Pocillopora,17,0,0,5,15
KS,LTER_Exp,Pocillopora,11,0,0,5,15
KS,LTER_Exp,Pocillopora,10,0,0,5,15
KS,LTER_Exp,Pocillopora,23,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,6,0,0,5,15
KS,LTER_Exp,Pocillopora,25,0,0,5,15
KS,LTER_Exp,Pocillopora,14,0,0,5,15
KS,LTER_Exp,Pocillopora,17,0,0,5,15
KS,LTER_Exp,Acropora,34,0,100,5,15
KS,LTER_Exp,Acropora,30,0,70,5,15
KS,LTER_Exp,Pocillopora,43,0,100,5,15
KS,LTER_Exp,Pocillopora,24,0,0,5,15
KS,LTER_Exp,Pocillopora,11,0,0,5,15
KS,LTER_Exp,Pocillopora,28,0,0,5,15
KS,LTER_Exp,Pocillopora,26,0,0,5,15
KS,LTER_Exp,Pocillopora,22,0,20,5,15
KS,LTER_Exp,Pocillopora,26,0,100,5,15
KS,LTER_Exp,Pocillopora,14,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,5,5,15
KS,LTER_Exp,Pocillopora,30,0,100,5,15
KS,LTER_Exp,Pocillopora,22,0,0,5,15
KS,LTER_Exp,Acropora,22,0,100,5,15
KS,LTER_Exp,Acropora,27,0,100,5,15
KS,LTER_Exp,Pocillopora,22,0,0,5,15
KS,LTER_Exp,Pocillopora,12,0,50,5,15
KS,LTER_Exp,Pocillopora,15,0,100,5,15
KS,LTER_Exp,Pocillopora,13,0,80,5,15
KS,LTER_Exp,Pocillopora,22,0,100,5,15
KS,LTER_Exp,Pocillopora,34,0,10,5,15
KS,LTER_Exp,Pocillopora,32,0,0,5,15
KS,LTER_Exp,Pocillopora,16,0,0,5,15
KS,LTER_Exp,Acropora,33,0,100,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,23,0,0,5,15
KS,LTER_Exp,Pocillopora,21,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,12,0,0,5,15
KS,LTER_Exp,Pocillopora,22,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,10,5,15
KS,LTER_Exp,Pocillopora,33,0,10,5,15
KS,LTER_Exp,Acropora,41,0,100,5,15
KS,LTER_Exp,Pocillopora,13,0,0,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,22,0,0,5,15
KS,LTER_Exp,Pocillopora,11,0,0,5,15
KS,LTER_Exp,Pocillopora,45,0,100,5,15
KS,LTER_Exp,Pocillopora,27,0,100,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,9,0,0,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Acropora,25,0,100,5,15
KS,LTER_Exp,Pocillopora,17,0,0,5,15
KS,LTER_Exp,Pocillopora,30,0,100,5,15
KS,LTER_Exp,Pocillopora,28,30,30,5,15
KS,LTER_Exp,Pocillopora,48,0,100,5,15
KS,LTER_Exp,Pocillopora,32,0,100,5,15
KS,LTER_Exp,Pocillopora,20,0,100,5,15
KS,LTER_Exp,Pocillopora,35,0,100,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,12,0,30,5,15
KS,LTER_Exp,Pocillopora,20,0,0,5,15
KS,LTER_Exp,Pocillopora,31,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,43,0,100,5,15
KS,LTER_Exp,Pocillopora,28,0,0,5,15
KS,LTER_Exp,Pocillopora,35,0,100,5,15
KS,LTER_Exp,Pocillopora,28,0,100,5,15
KS,LTER_Exp,Pocillopora,35,0,98,5,15
KS,LTER_Exp,Pocillopora,18,0,100,5,15
KS,LTER_Exp,Pocillopora,19,0,100,5,15
KS,LTER_Exp,Pocillopora,25,0,100,5,15
KS,LTER_Exp,Pocillopora,7,0,0,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Acropora,19,0,100,5,15
KS,LTER_Exp,Pocillopora,35,0,0,5,15
KS,LTER_Exp,Pocillopora,17,0,0,5,15
KS,LTER_Exp,Pocillopora,34,0,100,5,15
KS,LTER_Exp,Pocillopora,21,0,100,5,15
KS,LTER_Exp,Pocillopora,16,0,0,5,15
KS,LTER_Exp,Acropora,26,0,100,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Pocillopora,31,0,0,5,15
KS,LTER_Exp,Pocillopora,13,0,0,5,15
KS,LTER_Exp,Pocillopora,22,0,0,5,15
KS,LTER_Exp,Pocillopora,10,0,0,5,15
KS,LTER_Exp,Pocillopora,22,0,0,5,15
KS,LTER_Exp,Pocillopora,16,0,0,5,15
KS,LTER_Exp,Pocillopora,26,0,100,5,15
KS,LTER_Exp,Pocillopora,44,0,100,5,15
KS,LTER_Exp,Pocillopora,24,0,0,5,15
KS,LTER_Exp,Pocillopora,22,0,0,5,15
KS,LTER_Exp,Acropora,39,15,75,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,25,0,0,5,15
KS,LTER_Exp,Pocillopora,37,0,100,5,15
KS,LTER_Exp,Pocillopora,15,0,0,5,15
KS,LTER_Exp,Acropora,12,30,0,5,15
KS,LTER_Exp,Pocillopora,18,0,0,5,15
KS,LTER_Exp,Pocillopora,16,0,0,5,15
KS,LTER_Exp,Pocillopora,16,0,0,5,15
KS,LTER_Exp,Pocillopora,17,0,0,5,15
KS,LTER_Exp,Pocillopora,19,0,0,5,15
KS,LTER_Exp,Pocillopora,24,0,0,5,15
KS,LTER_Exp,Pocillopora,43,0,100,5,15
KS,LTER_Exp,Pocillopora,22,0,0,5,15
KS,LTER_Exp,Pocillopora,37,0,100,5,15
KS,LTER_Exp,Acropora,17,10,35,5,15
KS,LTER_Exp,Pocillopora,25,0,0,6,15
KS,LTER_Exp,Pocillopora,11,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Pocillopora,35,0,100,6,15
KS,LTER_Exp,Pocillopora,30,0,100,6,15
KS,LTER_Exp,Pocillopora,9,0,0,6,15
KS,LTER_Exp,Pocillopora,16,0,0,6,15
KS,LTER_Exp,Pocillopora,21,0,100,6,15
KS,LTER_Exp,Pocillopora,31,0,0,6,15
KS,LTER_Exp,Pocillopora,32,0,100,6,15
KS,LTER_Exp,Pocillopora,27,0,100,6,15
KS,LTER_Exp,Pocillopora,12,0,100,6,15
KS,LTER_Exp,Acropora,17,0,100,6,15
KS,LTER_Exp,Pocillopora,19,0,0,6,15
KS,LTER_Exp,Acropora,25,0,0,6,15
KS,LTER_Exp,Pocillopora,18,0,0,6,15
KS,LTER_Exp,Pocillopora,25,0,0,6,15
KS,LTER_Exp,Pocillopora,8,0,0,6,15
KS,LTER_Exp,Pocillopora,26,0,0,6,15
KS,LTER_Exp,Pocillopora,7,0,0,6,15
KS,LTER_Exp,Pocillopora,17,0,100,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Acropora,34,0,0,6,15
KS,LTER_Exp,Acropora,27,0,0,6,15
KS,LTER_Exp,Pocillopora,28,0,0,6,15
KS,LTER_Exp,Pocillopora,26,0,0,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,25,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,40,6,15
KS,LTER_Exp,Pocillopora,45,0,100,6,15
KS,LTER_Exp,Pocillopora,21,0,10,6,15
KS,LTER_Exp,Pocillopora,18,0,0,6,15
KS,LTER_Exp,Pocillopora,11,0,0,6,15
KS,LTER_Exp,Pocillopora,38,0,100,6,15
KS,LTER_Exp,Pocillopora,12,0,0,6,15
KS,LTER_Exp,Acropora,28,80,0,6,15
KS,LTER_Exp,Pocillopora,43,0,100,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,11,0,0,6,15
KS,LTER_Exp,Pocillopora,25,0,25,6,15
KS,LTER_Exp,Acropora,15,0,100,6,15
KS,LTER_Exp,Pocillopora,17,0,0,6,15
KS,LTER_Exp,Pocillopora,28,0,0,6,15
KS,LTER_Exp,Pocillopora,36,0,1,6,15
KS,LTER_Exp,Pocillopora,17,0,0,6,15
KS,LTER_Exp,Pocillopora,38,0,100,6,15
KS,LTER_Exp,Pocillopora,12,0,0,6,15
KS,LTER_Exp,Pocillopora,16,0,0,6,15
KS,LTER_Exp,Pocillopora,18,0,0,6,15
KS,LTER_Exp,Acropora,37,0,0,6,15
KS,LTER_Exp,Pocillopora,7,0,0,6,15
KS,LTER_Exp,Pocillopora,33,0,0,6,15
KS,LTER_Exp,Pocillopora,38,0,100,6,15
KS,LTER_Exp,Pocillopora,14,0,0,6,15
KS,LTER_Exp,Pocillopora,47,0,85,6,15
KS,LTER_Exp,Pocillopora,37,0,100,6,15
KS,LTER_Exp,Pocillopora,23,0,25,6,15
KS,LTER_Exp,Pocillopora,16,0,0,6,15
KS,LTER_Exp,Acropora,30,0,0,6,15
KS,LTER_Exp,Pocillopora,34,0,0,6,15
KS,LTER_Exp,Pocillopora,17,0,0,6,15
KS,LTER_Exp,Pocillopora,17,0,20,6,15
KS,LTER_Exp,Pocillopora,10,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Pocillopora,14,0,0,6,15
KS,LTER_Exp,Pocillopora,13,0,0,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,10,0,0,6,15
KS,LTER_Exp,Pocillopora,25,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,10,0,0,6,15
KS,LTER_Exp,Pocillopora,10,0,0,6,15
KS,LTER_Exp,Pocillopora,14,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Pocillopora,22,0,0,6,15
KS,LTER_Exp,Pocillopora,16,0,0,6,15
KS,LTER_Exp,Acropora,25,70,0,6,15
KS,LTER_Exp,Pocillopora,36,0,70,6,15
KS,LTER_Exp,Pocillopora,27,0,100,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Acropora,31,0,0,6,15
KS,LTER_Exp,Pocillopora,29,0,80,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,36,0,100,6,15
KS,LTER_Exp,Acropora,8,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,100,6,15
KS,LTER_Exp,Pocillopora,26,0,0,6,15
KS,LTER_Exp,Pocillopora,21,0,0,6,15
KS,LTER_Exp,Pocillopora,18,0,0,6,15
KS,LTER_Exp,Pocillopora,44,0,100,6,15
KS,LTER_Exp,Pocillopora,17,0,100,6,15
KS,LTER_Exp,Pocillopora,30,0,0,6,15
KS,LTER_Exp,Pocillopora,25,0,0,6,15
KS,LTER_Exp,Pocillopora,24,0,0,6,15
KS,LTER_Exp,Pocillopora,17,0,0,6,15
KS,LTER_Exp,Pocillopora,17,0,0,6,15
KS,LTER_Exp,Pocillopora,37,0,100,6,15
KS,LTER_Exp,Pocillopora,22,0,60,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,25,0,100,6,15
KS,LTER_Exp,Pocillopora,28,0,0,6,15
KS,LTER_Exp,Pocillopora,23,0,0,6,15
KS,LTER_Exp,Pocillopora,11,0,0,6,15
KS,LTER_Exp,Pocillopora,14,0,0,6,15
KS,LTER_Exp,Pocillopora,12,0,0,6,15
KS,LTER_Exp,Pocillopora,24,0,0,6,15
KS,LTER_Exp,Pocillopora,33,0,100,6,15
KS,LTER_Exp,Acropora,25,0,100,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,18,0,0,6,15
KS,LTER_Exp,Pocillopora,21,0,0,6,15
KS,LTER_Exp,Pocillopora,36,0,0,6,15
KS,LTER_Exp,Pocillopora,16,0,0,6,15
KS,LTER_Exp,Pocillopora,48,0,85,6,15
KS,LTER_Exp,Pocillopora,18,0,20,6,15
KS,LTER_Exp,Pocillopora,8,0,0,6,15
KS,LTER_Exp,Pocillopora,30,0,100,6,15
KS,LTER_Exp,Pocillopora,25,0,100,6,15
KS,LTER_Exp,Pocillopora,37,0,100,6,15
KS,LTER_Exp,Pocillopora,32,0,100,6,15
KS,LTER_Exp,Acropora,26,0,100,6,15
KS,LTER_Exp,Pocillopora,26,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Acropora,6,0,0,6,15
KS,LTER_Exp,Pocillopora,22,0,0,6,15
KS,LTER_Exp,Pocillopora,31,0,95,6,15
KS,LTER_Exp,Pocillopora,30,0,100,6,15
KS,LTER_Exp,Pocillopora,26,0,100,6,15
KS,LTER_Exp,Pocillopora,42,0,100,6,15
KS,LTER_Exp,Pocillopora,15,0,30,6,15
KS,LTER_Exp,Pocillopora,11,0,0,6,15
KS,LTER_Exp,Pocillopora,24,0,100,6,15
KS,LTER_Exp,Pocillopora,17,0,0,6,15
KS,LTER_Exp,Pocillopora,25,0,0,6,15
KS,LTER_Exp,Pocillopora,25,0,100,6,15
KS,LTER_Exp,Pocillopora,30,0,100,6,15
KS,LTER_Exp,Pocillopora,19,0,0,6,15
KS,LTER_Exp,Pocillopora,26,0,20,6,15
KS,LTER_Exp,Pocillopora,38,0,15,6,15
KS,LTER_Exp,Pocillopora,19,0,50,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,31,0,0,6,15
KS,LTER_Exp,Pocillopora,21,0,0,6,15
KS,LTER_Exp,Pocillopora,12,0,0,6,15
KS,LTER_Exp,Pocillopora,18,0,100,6,15
KS,LTER_Exp,Pocillopora,27,0,0,6,15
KS,LTER_Exp,Pocillopora,14,0,100,6,15
KS,LTER_Exp,Pocillopora,14,0,100,6,15
KS,LTER_Exp,Pocillopora,14,0,100,6,15
KS,LTER_Exp,Pocillopora,47,0,0,6,15
KS,LTER_Exp,Acropora,19,0,100,6,15
KS,LTER_Exp,Pocillopora,19,0,0,6,15
KS,LTER_Exp,Pocillopora,10,0,0,6,15
KS,LTER_Exp,Pocillopora,18,0,0,6,15
KS,LTER_Exp,Pocillopora,19,0,0,6,15
KS,LTER_Exp,Pocillopora,27,0,10,6,15
KS,LTER_Exp,Pocillopora,17,0,0,6,15
KS,LTER_Exp,Pocillopora,6,0,0,6,15
KS,LTER_Exp,Pocillopora,6,0,0,6,15
KS,LTER_Exp,Pocillopora,30,0,1,6,15
KS,LTER_Exp,Pocillopora,40,0,100,6,15
KS,LTER_Exp,Pocillopora,27,0,100,6,15
KS,LTER_Exp,Pocillopora,23,0,0,6,15
KS,LTER_Exp,Pocillopora,33,0,100,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,24,0,0,6,15
KS,LTER_Exp,Pocillopora,28,0,90,6,15
KS,LTER_Exp,Pocillopora,29,0,0,6,15
KS,LTER_Exp,Pocillopora,11,0,0,6,15
KS,LTER_Exp,Pocillopora,12,0,0,6,15
KS,LTER_Exp,Pocillopora,20,0,0,6,15
KS,LTER_Exp,Pocillopora,18,0,0,6,15
KS,LTER_Exp,Pocillopora,26,0,0,6,15
KS,LTER_Exp,Pocillopora,19,0,0,6,15
KS,LTER_Exp,Pocillopora,13,0,50,6,15
KS,LTER_Exp,Pocillopora,14,0,40,6,15
KS,LTER_Exp,Pocillopora,7,0,0,6,15
KS,LTER_Exp,Pocillopora,35,0,100,6,15
KS,LTER_Exp,Acropora,13,0,100,6,15
KS,LTER_Exp,Pocillopora,35,0,100,6,15
KS,LTER_Exp,Pocillopora,21,0,100,6,15
KS,LTER_Exp,Pocillopora,6,0,0,6,15
KS,LTER_Exp,Pocillopora,25,0,0,6,15
KS,LTER_Exp,Pocillopora,34,0,90,6,15
KS,LTER_Exp,Pocillopora,40,0,100,6,15
KS,LTER_Exp,Acropora,12,0,100,6,15
KS,LTER_Exp,Acropora,28,0,0,6,15
KS,LTER_Exp,Pocillopora,15,0,0,6,15
KS,LTER_Exp,Pocillopora,16,0,100,6,15
KS,LTER_Exp,Pocillopora,7,0,0,6,15
KS,LTER_Exp,Acropora,26,0,100,6,15
KS,LTER_Exp,Pocillopora,33,0,100,6,15
KS,LTER_Exp,Pocillopora,33,0,100,6,15
KS,LTER_Exp,Pocillopora,12,0,0,6,15
KS,LTER_Exp,Pocillopora,30,0,100,6,15
KS,LTER_Exp,Pocillopora,26,0,100,6,15
KS,LTER_Exp,Pocillopora,12,0,0,6,15
KS,LTER_Exp,Pocillopora,11,0,0,6,15
KS,LTER_Exp,Pocillopora,23,0,0,6,15
KS,LTER_Exp,Pocillopora,21,0,0,6,15
KS,LTER_Exp,Pocillopora,20,0,5,6,15
KS,LTER_Exp,Pocillopora,10,0,30,6,15
KS,LTER_Exp,Pocillopora,23,0,0,6,15
KS,LTER_Exp,Pocillopora,48,0,100,6,15
