Observer,Site,Genus,Size,Bleached,Dead,Transect,TransectLength
KS,LTER_Exp,Pocillopora,18,0,0,1,20
KS,LTER_Exp,Pocillopora,6,0,0,1,20
KS,LTER_Exp,Pocillopora,30,0,100,1,20
KS,LTER_Exp,Pocillopora,18,0,100,1,20
KS,LTER_Exp,Pocillopora,22,0,100,1,20
KS,LTER_Exp,Pocillopora,21,0,0,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,25,0,0,2,10
KS,LTER_Exp,Pocillopora,25,0,0,2,10
KS,LTER_Exp,Acropora,27,0,100,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,20,0,0,2,10
KS,LTER_Exp,Pocillopora,13,0,0,2,10
KS,LTER_Exp,Pocillopora,45,0,100,2,10
KS,LTER_Exp,Pocillopora,40,20,50,2,10
KS,LTER_Exp,Pocillopora,48,0,100,2,10
KS,LTER_Exp,Pocillopora,23,0,20,2,10
KS,LTER_Exp,Pocillopora,30,0,100,2,10
KS,LTER_Exp,Pocillopora,28,0,100,2,10
KS,LTER_Exp,Pocillopora,25,0,0,2,10
KS,LTER_Exp,Pocillopora,38,0,80,2,10
KS,LTER_Exp,Pocillopora,28,0,100,2,10
KS,LTER_Exp,Pocillopora,35,0,100,2,10
KS,LTER_Exp,Acropora,26,0,100,2,10
KS,LTER_Exp,Pocillopora,17,0,10,2,10
KS,LTER_Exp,Pocillopora,25,0,0,2,10
KS,LTER_Exp,Pocillopora,38,0,100,2,10
KS,LTER_Exp,Pocillopora,27,0,100,2,10
KS,LTER_Exp,Pocillopora,10,0,0,2,10
KS,LTER_Exp,Pocillopora,18,0,0,2,10
KS,LTER_Exp,Acropora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,36,0,90,2,10
KS,LTER_Exp,Pocillopora,15,0,0,2,10
KS,LTER_Exp,Pocillopora,21,0,0,2,10
KS,LTER_Exp,Pocillopora,23,0,100,2,10
KS,LTER_Exp,Pocillopora,41,0,100,2,10
KS,LTER_Exp,Pocillopora,41,0,100,2,10
KS,LTER_Exp,Pocillopora,22,0,5,2,10
KS,LTER_Exp,Pocillopora,22,0,0,2,10
KS,LTER_Exp,Pocillopora,44,0,100,2,10
KS,LTER_Exp,Pocillopora,18,0,40,2,10
KS,LTER_Exp,Pocillopora,36,20,1,2,10
KS,LTER_Exp,Pocillopora,33,0,100,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,31,0,100,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,30,0,95,2,10
KS,LTER_Exp,Pocillopora,36,0,50,2,10
KS,LTER_Exp,Pocillopora,22,0,100,2,10
KS,LTER_Exp,Pocillopora,22,0,100,2,10
KS,LTER_Exp,Pocillopora,20,0,0,2,10
KS,LTER_Exp,Pocillopora,37,0,100,2,10
KS,LTER_Exp,Pocillopora,37,20,50,2,10
KS,LTER_Exp,Pocillopora,32,0,100,2,10
KS,LTER_Exp,Pocillopora,13,0,0,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,13,0,0,2,10
KS,LTER_Exp,Pocillopora,18,0,0,2,10
KS,LTER_Exp,Pocillopora,42,0,100,2,10
KS,LTER_Exp,Acropora,31,0,100,2,10
KS,LTER_Exp,Pocillopora,15,0,0,2,10
KS,LTER_Exp,Pocillopora,21,0,60,2,10
KS,LTER_Exp,Pocillopora,14,0,0,2,10
KS,LTER_Exp,Pocillopora,22,0,0,2,10
KS,LTER_Exp,Pocillopora,19,0,0,2,10
KS,LTER_Exp,Pocillopora,36,0,0,2,10
KS,LTER_Exp,Pocillopora,32,0,100,2,10
KS,LTER_Exp,Pocillopora,25,0,100,2,10
KS,LTER_Exp,Pocillopora,37,0,100,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,26,20,0,2,10
KS,LTER_Exp,Pocillopora,31,0,100,2,10
KS,LTER_Exp,Pocillopora,30,0,100,2,10
KS,LTER_Exp,Pocillopora,25,40,20,2,10
KS,LTER_Exp,Acropora,30,25,70,2,10
KS,LTER_Exp,Pocillopora,45,0,100,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,18,0,0,2,10
KS,LTER_Exp,Pocillopora,20,0,0,2,10
KS,LTER_Exp,Pocillopora,26,0,100,2,10
KS,LTER_Exp,Pocillopora,35,0,40,2,10
KS,LTER_Exp,Pocillopora,30,0,10,2,10
KS,LTER_Exp,Pocillopora,32,0,100,2,10
KS,LTER_Exp,Pocillopora,20,0,0,2,10
KS,LTER_Exp,Pocillopora,27,0,0,2,10
KS,LTER_Exp,Pocillopora,26,0,0,2,10
KS,LTER_Exp,Pocillopora,32,0,100,2,10
KS,LTER_Exp,Acropora,14,0,0,2,10
KS,LTER_Exp,Pocillopora,15,0,0,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,28,0,100,2,10
KS,LTER_Exp,Pocillopora,20,0,100,2,10
KS,LTER_Exp,Pocillopora,45,0,95,2,10
KS,LTER_Exp,Pocillopora,26,0,100,2,10
KS,LTER_Exp,Pocillopora,14,0,0,2,10
KS,LTER_Exp,Pocillopora,23,0,0,2,10
KS,LTER_Exp,Pocillopora,24,0,0,2,10
KS,LTER_Exp,Pocillopora,13,0,0,2,10
KS,LTER_Exp,Acropora,6,0,0,2,10
KS,LTER_Exp,Acropora,10,0,0,2,10
KS,LTER_Exp,Pocillopora,21,0,0,2,10
KS,LTER_Exp,Pocillopora,50,0,100,2,10
KS,LTER_Exp,Pocillopora,13,0,0,2,10
KS,LTER_Exp,Pocillopora,19,0,0,2,10
KS,LTER_Exp,Pocillopora,42,0,95,2,10
KS,LTER_Exp,Pocillopora,12,0,0,2,10
KS,LTER_Exp,Pocillopora,41,0,0,2,10
KS,LTER_Exp,Pocillopora,30,0,100,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Acropora,32,0,0,2,10
KS,LTER_Exp,Pocillopora,39,0,100,2,10
KS,LTER_Exp,Pocillopora,20,0,0,2,10
KS,LTER_Exp,Pocillopora,10,0,0,2,10
KS,LTER_Exp,Pocillopora,16,0,0,2,10
KS,LTER_Exp,Pocillopora,18,0,0,2,10
KS,LTER_Exp,Pocillopora,19,0,5,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,7,0,0,2,10
KS,LTER_Exp,Pocillopora,25,0,0,2,10
KS,LTER_Exp,Pocillopora,25,0,0,2,10
KS,LTER_Exp,Pocillopora,15,0,0,2,10
KS,LTER_Exp,Pocillopora,38,0,100,2,10
KS,LTER_Exp,Pocillopora,47,0,100,2,10
KS,LTER_Exp,Pocillopora,33,0,100,2,10
KS,LTER_Exp,Pocillopora,19,0,0,2,10
KS,LTER_Exp,Pocillopora,20,0,20,2,10
KS,LTER_Exp,Pocillopora,25,0,100,2,10
KS,LTER_Exp,Pocillopora,23,0,0,2,10
KS,LTER_Exp,Pocillopora,24,0,0,2,10
KS,LTER_Exp,Pocillopora,22,0,0,2,10
KS,LTER_Exp,Acropora,21,0,100,2,10
KS,LTER_Exp,Pocillopora,16,0,60,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,36,0,100,2,10
KS,LTER_Exp,Pocillopora,27,10,0,2,10
KS,LTER_Exp,Pocillopora,23,0,0,2,10
KS,LTER_Exp,Pocillopora,18,0,0,2,10
KS,LTER_Exp,Pocillopora,22,0,0,2,10
KS,LTER_Exp,Pocillopora,22,0,100,2,10
KS,LTER_Exp,Pocillopora,30,0,100,2,10
KS,LTER_Exp,Pocillopora,17,0,0,2,10
KS,LTER_Exp,Pocillopora,24,0,0,2,10
KS,LTER_Exp,Pocillopora,15,0,0,2,10
KS,LTER_Exp,Pocillopora,30,0,0,2,10
KS,LTER_Exp,Pocillopora,34,0,100,2,10
KS,LTER_Exp,Pocillopora,9,0,0,2,10
KS,LTER_Exp,Acropora,24,0,100,2,10
KS,LTER_Exp,Pocillopora,21,0,0,2,10
KS,LTER_Exp,Pocillopora,25,0,0,2,10
KS,LTER_Exp,Pocillopora,16,0,0,2,10
KS,LTER_Exp,Pocillopora,15,0,0,2,10
KS,LTER_Exp,Pocillopora,53,0,90,2,10
KS,LTER_Exp,Pocillopora,28,0,0,2,10
KS,LTER_Exp,Pocillopora,22,0,100,2,10
KS,LTER_Exp,Pocillopora,19,0,70,2,10
KS,LTER_Exp,Pocillopora,28,0,0,3,15
KS,LTER_Exp,Pocillopora,11,0,0,3,15
KS,LTER_Exp,Pocillopora,31,10,85,3,15
KS,LTER_Exp,Pocillopora,20,0,100,3,15
KS,LTER_Exp,Pocillopora,28,0,0,3,15
KS,LTER_Exp,Pocillopora,21,0,0,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Pocillopora,37,0,0,3,15
KS,LTER_Exp,Pocillopora,14,0,30,3,15
KS,LTER_Exp,Pocillopora,32,0,0,3,15
KS,LTER_Exp,Pocillopora,13,0,0,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Pocillopora,23,0,100,3,15
KS,LTER_Exp,Pocillopora,13,0,0,3,15
KS,LTER_Exp,Pocillopora,27,0,20,3,15
KS,LTER_Exp,Pocillopora,24,0,0,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,33,0,100,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Acropora,27,60,40,3,15
KS,LTER_Exp,Pocillopora,32,0,95,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Pocillopora,13,0,90,3,15
KS,LTER_Exp,Pocillopora,27,0,0,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,25,0,100,3,15
KS,LTER_Exp,Pocillopora,25,0,0,3,15
KS,LTER_Exp,Pocillopora,32,0,100,3,15
KS,LTER_Exp,Pocillopora,37,0,100,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Pocillopora,14,0,0,3,15
KS,LTER_Exp,Pocillopora,36,0,0,3,15
KS,LTER_Exp,Pocillopora,21,0,0,3,15
KS,LTER_Exp,Pocillopora,38,0,75,3,15
KS,LTER_Exp,Pocillopora,33,0,40,3,15
KS,LTER_Exp,Pocillopora,28,0,100,3,15
KS,LTER_Exp,Pocillopora,24,0,15,3,15
KS,LTER_Exp,Pocillopora,23,0,0,3,15
KS,LTER_Exp,Pocillopora,39,0,85,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,14,0,0,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,18,0,100,3,15
KS,LTER_Exp,Pocillopora,42,40,10,3,15
KS,LTER_Exp,Pocillopora,21,0,70,3,15
KS,LTER_Exp,Pocillopora,11,0,0,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,28,0,20,3,15
KS,LTER_Exp,Pocillopora,14,0,40,3,15
KS,LTER_Exp,Acropora,24,0,100,3,15
KS,LTER_Exp,Pocillopora,27,0,100,3,15
KS,LTER_Exp,Pocillopora,33,0,100,3,15
KS,LTER_Exp,Pocillopora,18,0,0,3,15
KS,LTER_Exp,Pocillopora,14,0,10,3,15
KS,LTER_Exp,Pocillopora,32,0,80,3,15
KS,LTER_Exp,Pocillopora,38,0,100,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Pocillopora,13,0,0,3,15
KS,LTER_Exp,Pocillopora,28,0,100,3,15
KS,LTER_Exp,Pocillopora,24,0,0,3,15
KS,LTER_Exp,Pocillopora,13,0,0,3,15
KS,LTER_Exp,Pocillopora,10,0,0,3,15
KS,LTER_Exp,Pocillopora,21,0,5,3,15
KS,LTER_Exp,Pocillopora,40,0,100,3,15
KS,LTER_Exp,Acropora,18,0,100,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Pocillopora,26,0,0,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,33,0,0,3,15
KS,LTER_Exp,Pocillopora,35,0,100,3,15
KS,LTER_Exp,Pocillopora,28,0,0,3,15
KS,LTER_Exp,Pocillopora,29,0,100,3,15
KS,LTER_Exp,Pocillopora,39,0,100,3,15
KS,LTER_Exp,Pocillopora,9,0,0,3,15
KS,LTER_Exp,Pocillopora,13,0,0,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Pocillopora,36,0,100,3,15
KS,LTER_Exp,Pocillopora,36,0,85,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,17,0,15,3,15
KS,LTER_Exp,Acropora,26,95,0,3,15
KS,LTER_Exp,Pocillopora,48,30,50,3,15
KS,LTER_Exp,Acropora,22,0,100,3,15
KS,LTER_Exp,Pocillopora,19,0,0,3,15
KS,LTER_Exp,Pocillopora,25,0,0,3,15
KS,LTER_Exp,Acropora,11,0,0,3,15
KS,LTER_Exp,Acropora,9,0,0,3,15
KS,LTER_Exp,Pocillopora,37,0,0,3,15
KS,LTER_Exp,Pocillopora,50,0,65,3,15
KS,LTER_Exp,Pocillopora,20,0,100,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,27,0,100,3,15
KS,LTER_Exp,Pocillopora,37,0,100,3,15
KS,LTER_Exp,Pocillopora,32,0,100,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,16,0,50,3,15
KS,LTER_Exp,Pocillopora,21,0,100,3,15
KS,LTER_Exp,Acropora,14,0,0,3,15
KS,LTER_Exp,Pocillopora,35,0,100,3,15
KS,LTER_Exp,Pocillopora,22,0,50,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Pocillopora,21,0,0,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,31,0,100,3,15
KS,LTER_Exp,Pocillopora,40,0,100,3,15
KS,LTER_Exp,Acropora,43,0,100,3,15
KS,LTER_Exp,Pocillopora,25,0,100,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Pocillopora,22,0,0,3,15
KS,LTER_Exp,Pocillopora,19,0,0,3,15
KS,LTER_Exp,Pocillopora,24,0,0,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Pocillopora,25,0,0,3,15
KS,LTER_Exp,Pocillopora,28,0,0,3,15
KS,LTER_Exp,Pocillopora,18,0,100,3,15
KS,LTER_Exp,Pocillopora,26,0,100,3,15
KS,LTER_Exp,Pocillopora,22,0,0,3,15
KS,LTER_Exp,Pocillopora,26,20,20,3,15
KS,LTER_Exp,Pocillopora,28,0,0,3,15
KS,LTER_Exp,Pocillopora,35,0,100,3,15
KS,LTER_Exp,Pocillopora,37,0,100,3,15
KS,LTER_Exp,Pocillopora,21,0,100,3,15
KS,LTER_Exp,Pocillopora,18,0,0,3,15
KS,LTER_Exp,Pocillopora,50,0,10,3,15
KS,LTER_Exp,Pocillopora,22,0,100,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,36,0,100,3,15
KS,LTER_Exp,Acropora,30,100,0,3,15
KS,LTER_Exp,Pocillopora,26,0,100,3,15
KS,LTER_Exp,Pocillopora,11,0,0,3,15
KS,LTER_Exp,Pocillopora,34,0,100,3,15
KS,LTER_Exp,Pocillopora,27,0,0,3,15
KS,LTER_Exp,Pocillopora,22,0,0,3,15
KS,LTER_Exp,Pocillopora,22,0,0,3,15
KS,LTER_Exp,Pocillopora,27,0,0,3,15
KS,LTER_Exp,Pocillopora,38,0,15,3,15
KS,LTER_Exp,Pocillopora,17,0,100,3,15
KS,LTER_Exp,Pocillopora,25,0,0,3,15
KS,LTER_Exp,Pocillopora,33,0,100,3,15
KS,LTER_Exp,Pocillopora,28,0,80,3,15
KS,LTER_Exp,Pocillopora,27,0,0,3,15
KS,LTER_Exp,Pocillopora,24,0,0,3,15
KS,LTER_Exp,Pocillopora,40,10,80,3,15
KS,LTER_Exp,Acropora,45,0,100,3,15
KS,LTER_Exp,Pocillopora,38,0,20,3,15
KS,LTER_Exp,Pocillopora,30,0,0,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,10,0,0,3,15
KS,LTER_Exp,Pocillopora,14,0,0,3,15
KS,LTER_Exp,Pocillopora,23,0,0,3,15
KS,LTER_Exp,Pocillopora,27,20,20,3,15
KS,LTER_Exp,Pocillopora,37,0,100,3,15
KS,LTER_Exp,Pocillopora,12,0,0,3,15
KS,LTER_Exp,Pocillopora,11,0,0,3,15
KS,LTER_Exp,Pocillopora,35,0,100,3,15
KS,LTER_Exp,Pocillopora,50,0,90,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Pocillopora,22,0,0,3,15
KS,LTER_Exp,Pocillopora,10,0,0,3,15
KS,LTER_Exp,Pocillopora,45,0,80,3,15
KS,LTER_Exp,Pocillopora,35,0,75,3,15
KS,LTER_Exp,Pocillopora,32,0,0,3,15
KS,LTER_Exp,Pocillopora,30,0,100,3,15
KS,LTER_Exp,Pocillopora,30,0,0,3,15
KS,LTER_Exp,Pocillopora,25,0,0,3,15
KS,LTER_Exp,Pocillopora,45,0,100,3,15
KS,LTER_Exp,Pocillopora,20,0,0,3,15
KS,LTER_Exp,Pocillopora,32,0,10,3,15
KS,LTER_Exp,Pocillopora,34,0,100,3,15
KS,LTER_Exp,Pocillopora,15,0,20,3,15
KS,LTER_Exp,Acropora,21,0,0,3,15
KS,LTER_Exp,Pocillopora,25,0,0,3,15
KS,LTER_Exp,Acropora,30,0,100,3,15
KS,LTER_Exp,Pocillopora,19,0,0,3,15
KS,LTER_Exp,Pocillopora,17,0,20,3,15
KS,LTER_Exp,Pocillopora,22,0,0,3,15
KS,LTER_Exp,Pocillopora,15,0,10,3,15
KS,LTER_Exp,Pocillopora,43,0,100,3,15
KS,LTER_Exp,Pocillopora,22,0,100,3,15
KS,LTER_Exp,Acropora,15,0,100,3,15
KS,LTER_Exp,Pocillopora,25,0,100,3,15
KS,LTER_Exp,Pocillopora,27,0,100,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,40,0,100,3,15
KS,LTER_Exp,Pocillopora,35,0,0,3,15
KS,LTER_Exp,Pocillopora,34,0,100,3,15
KS,LTER_Exp,Pocillopora,25,0,100,3,15
KS,LTER_Exp,Pocillopora,22,0,0,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Acropora,21,0,100,3,15
KS,LTER_Exp,Pocillopora,30,0,80,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Acropora,12,0,100,3,15
KS,LTER_Exp,Pocillopora,10,0,0,3,15
KS,LTER_Exp,Pocillopora,14,0,0,3,15
KS,LTER_Exp,Pocillopora,19,0,0,3,15
KS,LTER_Exp,Pocillopora,22,0,0,3,15
KS,LTER_Exp,Pocillopora,19,0,0,3,15
KS,LTER_Exp,Pocillopora,13,0,0,3,15
KS,LTER_Exp,Pocillopora,27,0,85,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,17,0,0,3,15
KS,LTER_Exp,Pocillopora,32,0,100,3,15
KS,LTER_Exp,Pocillopora,25,0,100,3,15
KS,LTER_Exp,Pocillopora,22,0,100,3,15
KS,LTER_Exp,Pocillopora,26,0,0,3,15
KS,LTER_Exp,Acropora,21,0,100,3,15
KS,LTER_Exp,Pocillopora,17,0,100,3,15
KS,LTER_Exp,Pocillopora,28,0,0,3,15
KS,LTER_Exp,Pocillopora,24,0,0,3,15
KS,LTER_Exp,Pocillopora,11,0,0,3,15
KS,LTER_Exp,Pocillopora,12,0,0,3,15
KS,LTER_Exp,Pocillopora,28,0,100,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Pocillopora,32,0,0,3,15
KS,LTER_Exp,Pocillopora,22,0,25,3,15
KS,LTER_Exp,Pocillopora,41,0,100,3,15
KS,LTER_Exp,Pocillopora,35,0,15,3,15
KS,LTER_Exp,Pocillopora,14,0,0,3,15
KS,LTER_Exp,Pocillopora,12,0,20,3,15
KS,LTER_Exp,Pocillopora,27,0,0,3,15
KS,LTER_Exp,Pocillopora,15,0,0,3,15
KS,LTER_Exp,Pocillopora,24,0,20,3,15
KS,LTER_Exp,Pocillopora,26,0,0,3,15
KS,LTER_Exp,Pocillopora,11,0,0,3,15
KS,LTER_Exp,Pocillopora,16,0,0,3,15
KS,LTER_Exp,Pocillopora,23,0,100,3,15
KS,LTER_Exp,Pocillopora,27,0,100,3,15
KS,LTER_Exp,Pocillopora,24,0,100,3,15
KS,LTER_Exp,Pocillopora,37,0,100,3,15
KS,LTER_Exp,Pocillopora,37,0,100,3,15
KS,LTER_Exp,Pocillopora,15,0,100,3,15
KS,LTER_Exp,Pocillopora,22,0,20,3,15
KS,LTER_Exp,Pocillopora,35,0,100,3,15
KS,LTER_Exp,Acropora,26,40,20,3,15
KS,LTER_Exp,Pocillopora,37,0,100,3,15
KS,LTER_Exp,Pocillopora,24,0,100,3,15
KS,LTER_Exp,Pocillopora,40,0,100,3,15
KS,LTER_Exp,Pocillopora,22,0,0,3,15
KS,LTER_Exp,Pocillopora,38,0,100,3,15
KS,LTER_Exp,Pocillopora,37,0,100,4,10
KS,LTER_Exp,Pocillopora,14,0,0,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,19,0,0,4,10
KS,LTER_Exp,Acropora,23,0,100,4,10
KS,LTER_Exp,Pocillopora,18,0,20,4,10
KS,LTER_Exp,Pocillopora,44,0,100,4,10
KS,LTER_Exp,Pocillopora,14,0,0,4,10
KS,LTER_Exp,Pocillopora,35,0,100,4,10
KS,LTER_Exp,Pocillopora,43,0,100,4,10
KS,LTER_Exp,Pocillopora,27,0,100,4,10
KS,LTER_Exp,Pocillopora,25,0,0,4,10
KS,LTER_Exp,Pocillopora,27,0,100,4,10
KS,LTER_Exp,Pocillopora,14,0,0,4,10
KS,LTER_Exp,Pocillopora,27,0,100,4,10
KS,LTER_Exp,Pocillopora,17,0,0,4,10
KS,LTER_Exp,Pocillopora,31,0,100,4,10
KS,LTER_Exp,Acropora,31,0,0,4,10
KS,LTER_Exp,Pocillopora,27,0,0,4,10
KS,LTER_Exp,Pocillopora,13,0,0,4,10
KS,LTER_Exp,Acropora,24,0,100,4,10
KS,LTER_Exp,Pocillopora,13,0,0,4,10
KS,LTER_Exp,Pocillopora,12,0,0,4,10
KS,LTER_Exp,Pocillopora,22,0,100,4,10
KS,LTER_Exp,Pocillopora,11,0,0,4,10
KS,LTER_Exp,Pocillopora,8,0,0,4,10
KS,LTER_Exp,Pocillopora,15,0,0,4,10
KS,LTER_Exp,Pocillopora,19,0,0,4,10
KS,LTER_Exp,Pocillopora,11,0,0,4,10
KS,LTER_Exp,Pocillopora,25,0,0,4,10
KS,LTER_Exp,Pocillopora,9,0,0,4,10
KS,LTER_Exp,Pocillopora,12,0,0,4,10
KS,LTER_Exp,Pocillopora,28,0,0,4,10
KS,LTER_Exp,Pocillopora,12,0,0,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,19,0,0,4,10
KS,LTER_Exp,Pocillopora,28,0,100,4,10
KS,LTER_Exp,Pocillopora,30,0,80,4,10
KS,LTER_Exp,Pocillopora,27,0,0,4,10
KS,LTER_Exp,Pocillopora,25,0,30,4,10
KS,LTER_Exp,Pocillopora,14,0,0,4,10
KS,LTER_Exp,Pocillopora,25,0,0,4,10
KS,LTER_Exp,Pocillopora,35,0,0,4,10
KS,LTER_Exp,Pocillopora,22,0,0,4,10
KS,LTER_Exp,Pocillopora,19,0,0,4,10
KS,LTER_Exp,Pocillopora,28,0,100,4,10
KS,LTER_Exp,Pocillopora,32,0,100,4,10
KS,LTER_Exp,Pocillopora,15,0,100,4,10
KS,LTER_Exp,Pocillopora,11,0,0,4,10
KS,LTER_Exp,Pocillopora,17,0,0,4,10
KS,LTER_Exp,Acropora,20,0,0,4,10
KS,LTER_Exp,Pocillopora,6,0,0,4,10
KS,LTER_Exp,Pocillopora,27,0,100,4,10
KS,LTER_Exp,Pocillopora,34,0,100,4,10
KS,LTER_Exp,Pocillopora,7,0,0,4,10
KS,LTER_Exp,Acropora,8,0,100,4,10
KS,LTER_Exp,Acropora,7,0,0,4,10
KS,LTER_Exp,Pocillopora,40,0,100,4,10
KS,LTER_Exp,Acropora,8,0,0,4,10
KS,LTER_Exp,Pocillopora,26,0,100,4,10
KS,LTER_Exp,Pocillopora,40,0,100,4,10
KS,LTER_Exp,Pocillopora,40,0,100,4,10
KS,LTER_Exp,Pocillopora,32,0,0,4,10
KS,LTER_Exp,Pocillopora,31,0,0,4,10
KS,LTER_Exp,Acropora,41,0,100,4,10
KS,LTER_Exp,Acropora,9,0,0,4,10
KS,LTER_Exp,Pocillopora,20,0,0,4,10
KS,LTER_Exp,Acropora,9,0,0,4,10
KS,LTER_Exp,Acropora,13,0,0,4,10
KS,LTER_Exp,Pocillopora,21,0,0,4,10
KS,LTER_Exp,Pocillopora,22,0,0,4,10
KS,LTER_Exp,Pocillopora,24,0,20,4,10
KS,LTER_Exp,Pocillopora,33,0,40,4,10
KS,LTER_Exp,Pocillopora,20,0,0,4,10
KS,LTER_Exp,Pocillopora,32,0,0,4,10
KS,LTER_Exp,Acropora,25,0,100,4,10
KS,LTER_Exp,Pocillopora,20,0,0,4,10
KS,LTER_Exp,Pocillopora,37,0,100,4,10
KS,LTER_Exp,Pocillopora,22,0,0,4,10
KS,LTER_Exp,Pocillopora,13,0,0,4,10
KS,LTER_Exp,Acropora,8,0,10,4,10
KS,LTER_Exp,Pocillopora,43,0,100,4,10
KS,LTER_Exp,Pocillopora,23,0,0,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,48,0,10,4,10
KS,LTER_Exp,Pocillopora,18,0,20,4,10
KS,LTER_Exp,Pocillopora,30,0,100,4,10
KS,LTER_Exp,Pocillopora,38,0,100,4,10
KS,LTER_Exp,Pocillopora,18,0,0,4,10
KS,LTER_Exp,Pocillopora,34,0,100,4,10
KS,LTER_Exp,Pocillopora,12,0,0,4,10
KS,LTER_Exp,Pocillopora,14,0,0,4,10
KS,LTER_Exp,Pocillopora,25,0,0,4,10
KS,LTER_Exp,Pocillopora,33,0,100,4,10
KS,LTER_Exp,Pocillopora,13,0,0,4,10
KS,LTER_Exp,Pocillopora,13,0,0,4,10
KS,LTER_Exp,Pocillopora,13,0,0,4,10
KS,LTER_Exp,Pocillopora,27,0,0,4,10
